record_type,trigger_state,independent_dates,N,N_1d,mean_return_1d,median_return_1d,mean_MFE_1d,median_MFE_1d,mean_MAE_1d,median_MAE_1d,hit_rate_1d,N_3d,mean_return_3d,median_return_3d,mean_MFE_3d,median_MFE_3d,mean_MAE_3d,median_MAE_3d,hit_rate_3d,N_5d,mean_return_5d,median_return_5d,mean_MFE_5d,median_MFE_5d,mean_MAE_5d,median_MAE_5d,hit_rate_5d,N_10d,mean_return_10d,median_return_10d,mean_MFE_10d,median_MFE_10d,mean_MAE_10d,median_MAE_10d,hit_rate_10d,target_before_stop_rate_10d,mean_time_to_target,mean_time_to_MFE_5d,mean_time_to_MFE_10d,bootstrap_clusters_1d,mean_return_1d_ci_low,mean_return_1d_ci_high,bootstrap_clusters_3d,mean_return_3d_ci_low,mean_return_3d_ci_high,bootstrap_clusters_5d,mean_return_5d_ci_low,mean_return_5d_ci_high,bootstrap_clusters_10d,mean_return_10d_ci_low,mean_return_10d_ci_high,run_id,ticker,decision_date,input_signature,trigger_state_canonical,trigger_distance_atr,volume_confirmation,strong_close_ratio,breakout_volume_confirmed,breakout_volume_percentile,gap_up_pct,gap_exhaustion,forward_return_1d,ema20_extension_pct,sma50_extension_pct,setup_type,stage,market_regime,v4_score,v5_TS,v5_SQ,v5_EQ,diagnostic,diagnostic_value
AT_VS_FRESH_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,AHR,2026-07-31,e5e5035fc85be5c61b8c39a3b7a072e280e0acdfe7d52322d0712204891a452d,FRESHLY_TRIGGERED,-0.0934,False,0.4873417721519012,False,21.8254,,False,-0.8633093525179936,0.2524602896014416,7.90920100611745,pullback,Stage 2,Distribution,8.2215,7.1224,5.8981,9.3605,,
AT_VS_FRESH_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,AON,2026-07-31,7424afb87ef025b8341ce3e67e840b96a0a4c0f3886d2463a495e70640b7e24a,FRESHLY_TRIGGERED,-0.0833,False,0.1469465648855033,False,55.9524,,False,-0.583771161704616,0.2374873061421922,5.856937673736917,pullback,Stage 1,Distribution,7.3396,6.4558,5.77,4.5,,
AT_VS_FRESH_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,AWK,2026-07-31,d8b56acdfbd4278b4fffd9873bc5a6ef8437484d43406e3cce94f85a726dbfad,FRESHLY_TRIGGERED,-0.1179,False,0.0144404332129934,False,98.8095,,False,-2.138355342136855,0.3008932947909493,3.843694999682668,pullback,Stage 1,Distribution,6.6767,5.3179,5.56,4.5,,
AT_VS_FRESH_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,AWR,2026-07-31,824ff05d8b2818a46f3dfadba23f625860479ee2db8dcf533a8280862ddca0e3,FRESHLY_TRIGGERED,-0.0223,False,0.2434210526315803,False,37.6984,,False,-1.039234002802425,0.0501903480218057,5.148907747917653,pullback,Stage 2,Distribution,8.3485,6.9855,6.23,8.93,,
AT_VS_FRESH_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,BBT,2026-07-31,3cc9ff3958f163577ba65be033fb90d4153fd4e69e4bbc1d1b688affcc9d9cd3,FRESHLY_TRIGGERED,-0.1809,True,0.9919354838709692,True,80.9524,,False,1.269438273563939,3.951172083128185,5.413524779370915,breakout,Stage 2,Distribution,7.9364,7.6149,8.5102,4.5,,
AT_VS_FRESH_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,BGC,2026-07-31,071e964c8df66c68b1231adf14ee19d54489fd4ad1598bd82341311465870e80,FRESHLY_TRIGGERED,-0.1441,False,0.2692307692307687,False,58.7302,,False,-1.1304347826087024,0.4668316364536684,2.4819855884707698,pullback,Stage 2,Distribution,8.0511,6.5373,6.23,9.08,,
AT_VS_FRESH_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,CALM,2026-07-31,36f73364487b1fd36bd2932e4e489a8cdfe8361e42581d60aed35fa0539292e5,FRESHLY_TRIGGERED,-0.1691,False,0.8989898989898978,False,61.1111,,False,,0.6695983117236626,7.471063128536781,pullback,Stage 1,Distribution,7.9377,5.5108,6.26,9.3614,,
AT_VS_FRESH_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,CALY,2026-07-31,ec3f24a8f64b49c429bac313dce333ceeca969596a4d3964658c48e568fb3929,FRESHLY_TRIGGERED,-0.1498,False,0.0526315789473674,False,1.1905,,False,3.412784398699875,0.4908965290830958,5.700739790659881,pullback,Stage 2,Distribution,7.3016,6.3311,5.6,4.5,,
AT_VS_FRESH_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,CBOE,2026-07-31,78f056d8315063daa3761924faabc463d62b3463414e9387d397b21b7e4d6cfc,FRESHLY_TRIGGERED,-0.1124,True,0.967178175618074,True,94.4444,,False,-3.9970344583051376,9.042110703772543,9.147521373535517,breakout,Unknown,Distribution,7.1142,6.223,7.6917,7.8159,,
AT_VS_FRESH_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,CCS,2026-07-31,1c5cbe4cf9653488b04ec55a40054c7275b2aa51aec405d6c3db27d64dae76ff,FRESHLY_TRIGGERED,-0.0165,False,0.2509803921568632,False,9.9206,,False,2.5610482430017845,0.0691128572789523,7.2857161113879965,pullback,Stage 2,Distribution,7.5445,6.1529,6.2513,8.2697,,
AT_VS_FRESH_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,CFG,2026-07-31,d6fd268cbda7663e766883bbc34cf15f5b093d2e260e9c1a23f26d2a6f95b75c,FRESHLY_TRIGGERED,-0.3891,False,0.3831775700934653,False,1.5873,,False,1.465457083042554,0.9438316918070287,5.196239069281239,pullback,Stage 2,Distribution,7.6323,6.2571,6.2724,8.875,,
AT_VS_FRESH_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,CHD,2026-07-31,db33bf53b928406b68b1eeacb68ee265e44126d1c7154330f202a6117fe9676b,FRESHLY_TRIGGERED,-0.3968,False,0.8004073319755597,True,71.8254,,False,1.214451978544684,1.0076227749019395,1.7753258952850404,pullback,Stage 2,Distribution,6.9813,5.8996,6.86,4.5,,
AT_VS_FRESH_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,CON,2026-07-31,bdbb850486e04dbd4c276b9bbf4a8be7335111533700ea4b4d1533b98c079daf,FRESHLY_TRIGGERED,-0.4827,False,0.7340425531914887,False,5.9524,,False,0.1579778830963718,1.3602515199659493,9.172565089614617,pullback,Stage 2,Distribution,7.361,7.705,7.3358,4.5,,
AT_VS_FRESH_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,CPK,2026-07-31,ed0fd3dbb029beec48059de0c86195c739d850d0aeb56f79c808c28e51080b22,FRESHLY_TRIGGERED,-0.2048,False,0.875,False,86.1111,,False,0.8133755083596927,0.5451638167615291,5.056610939243122,pullback,Stage 1,Distribution,7.3364,5.9163,5.7968,4.5,,
AT_VS_FRESH_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,CTRE,2026-07-31,1dd97b95d87bf2b7ccf406c86ec149383a8fbc29047900897676aee9af13677d,FRESHLY_TRIGGERED,-0.2248,False,0.8695652173913001,False,14.2857,,False,,0.5426594408838081,4.808076769292291,pullback,Stage 2,Distribution,7.6274,6.9867,6.4804,4.5,,
AT_VS_FRESH_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,CUBE,2026-07-31,deeebc275bbfe2ed350afa8272bd6e21f3a66b5d77f5d7e16fae0f5d25a6048b,FRESHLY_TRIGGERED,-0.1733,False,0.586206896551724,False,93.6508,,False,0.9165460684997572,0.4132145742381077,2.5014710172516885,pullback,Stage 2,Distribution,7.0171,6.4702,5.95,4.5,,
AT_VS_FRESH_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,CUZ,2026-07-31,2058dd6025488db7d1430e56666dbd2e7e975ece023921312902869b8bfbc451,FRESHLY_TRIGGERED,-0.4391,False,0.1034482758620691,False,73.0159,,False,-0.4754358161648264,1.086344021544594,7.634363848499936,pullback,Stage 2,Distribution,8.4533,7.5856,6.23,9.3548,,
AT_VS_FRESH_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,CXT,2026-07-31,e6eff9b05ee5eccf9fb063da176f30c11a0063c4f16debeb0e92254ccf2ed7a6,FRESHLY_TRIGGERED,-0.4129,False,0.4969325153374239,False,50.7937,,False,3.272377285851769,1.5123637457142625,12.79109655960018,pullback,Unknown,Distribution,7.1393,4.7474,5.2526,8.3241,,
AT_VS_FRESH_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,DAL,2026-07-31,7d472cd0ac43da0673d238a04c2dbd5419643fd0aeac4a4f0b5377655bdb1f1f,FRESHLY_TRIGGERED,-0.3631,False,0.0952380952380984,False,2.381,,False,4.746111619396154,1.1499974576270056,3.229096816237065,pullback,Stage 2,Distribution,7.4791,6.3996,5.8767,8.3695,,
AT_VS_FRESH_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,DT,2026-07-31,2a0299cfc15d07b0cc22dd67c54e9d40e7a10de28c88d30242a199c700faacfd,FRESHLY_TRIGGERED,-0.4993,False,0.741935483870968,False,23.0159,,False,0.4963898916967579,1.9386669767323728,3.9000009377256672,pullback,Stage 1,Distribution,6.9654,4.6698,7.5034,4.5,,
AT_VS_FRESH_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,DV,2026-07-31,acdacf40bbe2b145ab9ff134696bbe478a00a4b755e1f875686d006546979c77,FRESHLY_TRIGGERED,-0.2169,False,0.9210526315789488,True,48.8095,,False,4.444444444444451,0.9541053390438092,5.000840006720053,pullback,Stage 1,Distribution,7.3533,4.1776,7.18,8.4957,,
AT_VS_FRESH_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,ENR,2026-07-31,bb548aa2836f97a3b674b037758d1565d835d45d248f1223b6524c835543adb7,FRESHLY_TRIGGERED,-0.1522,False,0.4528301886792413,False,80.9524,,False,0.7153075822603716,0.5686014996062916,3.681509389183879,pullback,Stage 1,Distribution,6.7294,4.113,5.1399,4.5,,
AT_VS_FRESH_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,EPR,2026-07-31,e5bb87ba4f5250e6b508bec5562c54553badb0ba4e106ec959a37c79f91f5724,FRESHLY_TRIGGERED,-0.4137,False,0.1635514018691595,False,63.4921,,False,-1.3855324633478272,0.876606003012026,5.065202377889411,pullback,Stage 2,Distribution,7.7723,7.5792,6.02,4.5,,
AT_VS_FRESH_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,EQH,2026-07-31,f3cc793fc8b35e5d47ea405731106c947d3831f61713910395312fa738e38495,FRESHLY_TRIGGERED,-0.0087,False,0.0118343195266248,False,90.873,,False,1.372756071805692,0.0250659672314634,6.018467015240847,pullback,Stage 1,Distribution,6.7126,5.8602,5.56,4.5,,
AT_VS_FRESH_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,ESTA,2026-07-31,acf25771d2a861b21fabf6fd589c35a5d0958a49355013c3aae129abfa16cf8b,FRESHLY_TRIGGERED,-0.4547,False,0.4276729559748435,False,26.9841,,False,0.2809595850443047,1.8702480428985704,9.819688745321354,pullback,Stage 2,Distribution,7.0073,6.9622,5.4392,4.5,,
AT_VS_FRESH_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,ETSY,2026-07-31,43a568a5d02a79854593156522154d27e778950a381b02646d1cd1fafd75ccbb,FRESHLY_TRIGGERED,-0.126,False,0.0334928229665106,False,9.9206,,False,1.824191968658173,0.460687793984893,9.079739853901536,pullback,Stage 2,Distribution,7.3341,7.8558,5.4642,4.5,,
AT_VS_FRESH_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,FR,2026-07-31,dce260714c630e5b9cec1daabac6371bade92e0bfa4608308753b42f38fae8e8,FRESHLY_TRIGGERED,-0.0396,False,0.3301886792452836,False,84.5238,,False,,0.0866390799903138,3.5477367018850625,pullback,Stage 2,Distribution,7.6536,7.2618,7.2077,4.5,,
AT_VS_FRESH_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,GTES,2026-07-31,d252aca2f320cab179bd8bf48a9835830cd9c79232a73869f3628a6806ba8d4c,FRESHLY_TRIGGERED,-0.2712,False,0.8028169014084512,True,96.0317,,False,5.003573981415288,5.102536489336162,5.33845342971162,breakout,Stage 2,Distribution,7.1617,7.956,8.4985,4.5,,
AT_VS_FRESH_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,GWW,2026-07-31,4529cbe737ec43c63fb3ac4249540855f2931270d66915662a8eb3b71e801ade,FRESHLY_TRIGGERED,-0.4217,False,0.8106435643564344,False,75.7937,,False,-0.7936507936507908,1.0108937762024706,3.782269121204696,pullback,Stage 2,Distribution,7.4922,7.5069,6.58,4.5,,
AT_VS_FRESH_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,HSIC,2026-07-31,db4c2b3d84c09504dfbd36a3d3bc773c414bf40d100e64ca537e5aa44a0a02fc,FRESHLY_TRIGGERED,-0.3426,False,0.7076923076923095,False,45.2381,,False,0.8862973760932924,0.7791304946588307,4.835515216126218,pullback,Stage 2,Distribution,7.8035,7.5673,6.58,4.5,,
AT_VS_FRESH_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,HWM,2026-07-31,3b0588245ddde079780303e3df08c159e20fa8db79c5b465f9da0646081ca615,FRESHLY_TRIGGERED,-0.4883,False,0.597475455820476,False,25.3968,,False,1.4461931093151748,1.5707152942210143,4.799790296458717,pullback,Stage 2,Distribution,8.3795,7.8037,6.44,8.9194,,
AT_VS_FRESH_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,INSW,2026-07-31,c06a219eb8f43828a045ec5cf51f6381e3516d878ce5d12866c8c6ad4c335995,FRESHLY_TRIGGERED,-0.1537,False,0.5700483091787492,False,12.6984,,False,-0.987731337076314,7.066078005002119,15.41479968608328,vcp,Stage 2,Distribution,7.6415,8.9957,8.201,7.6098,,
AT_VS_FRESH_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,ITT,2026-07-31,aee2bc10c0bfdbf7594df6477c5631dd0b6d88af4cd6b9567040475702a2c918,FRESHLY_TRIGGERED,-0.3467,False,0.8579766536964949,False,43.6508,,False,1.2552301255230214,1.0500535449744277,1.5377282241518575,pullback,Stage 1,Distribution,7.3601,4.8662,6.54,8.3688,,
AT_VS_FRESH_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,IVZ,2026-07-31,a6cd4c6ebe57afd74a860f7ee64d2c7a6cbdaf86d0f1dc13634cd664ed38626c,FRESHLY_TRIGGERED,-0.4877,False,0.4920634920634937,False,40.873,,False,4.4256756756756666,1.6764536956501042,4.963794583017145,pullback,Stage 2,Distribution,8.1925,7.5438,6.09,9.2075,,
AT_VS_FRESH_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,KVUE,2026-07-31,e813ff98a3f70030f29da627b7c870603113df17d6cdf31e5356dfbfa64b6fb6,FRESHLY_TRIGGERED,-0.137,False,0.7435897435897403,False,36.9048,,False,-1.195426195426175,0.3106902113338083,3.8394697926448895,pullback,Stage 2,Distribution,7.4712,6.7842,6.02,4.5,,
AT_VS_FRESH_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,LAMR,2026-07-31,6efcc5864c61b49363599c97a535ffb08f0acc210e2d4d1f2309594d56747b69,FRESHLY_TRIGGERED,-0.1592,False,0.6803278688524582,False,64.6825,,False,-1.4691172793198315,0.3246470915825306,3.198002619304164,pullback,Stage 2,Distribution,8.3841,7.431,6.23,9.359,,
